metric,region,state,mean,std,min,max
RMSD,protein,cancer,4.192813396453857,1.192691683769226,0.0,6.203542709350586
RMSD,domain_233_360,cancer,4.383532524108887,1.6759746074676514,0.0,7.63506555557251
RMSD,epitope_323_337,cancer,7.299091339111328,3.1637980937957764,0.0,13.826465606689453
Rg,protein,cancer,33.28122263415764,0.3708318856337072,,
Rg,domain_233_360,cancer,23.820221284252753,0.5552499595308529,,
Rg,epitope_323_337,cancer,7.886115323435362,0.08180438668582435,,
RMSF,protein,cancer,0.3967619793162464,0.2011330378103089,,1.2206708908081054
RMSF,domain_233_360,cancer,0.45852314010262496,0.21673905231335897,,0.9895523071289063
RMSF,epitope_323_337,cancer,0.859195801417033,0.07259755540428343,,0.9895523071289063
