time,rg_domain_cancer
1290.0,24.104644718154987
1300.0,24.01145963483296
1310.0,24.07578304614652
1320.0,24.117060888304252
1330.0,24.23755364240311
1340.0,24.39509902637171
1350.0,24.42708814972101
1360.0,24.55366169826613
1370.0,24.526528171642536
1380.0,24.71054860521984
1390.0,24.79787530716365
1400.0,24.892854439444257
1410.0,24.964281006817266
1420.0,25.03185376686102
1430.0,24.915925796289212
1440.0,24.604929101703664
1450.0,24.921615050530754
1460.0,24.757434672741926
1470.0,25.05205540626623
1480.0,24.862569384993233
1490.0,24.822141124610784
1500.0,24.779371847072735
1510.0,24.8487002245337
1520.0,24.663565473030175
1530.0,24.73020397667323
1540.0,24.90789103510154
1550.0,24.719132961990663
1560.0,24.824371176501348
1570.0,24.93749596326806
1580.0,24.68142907514802
1590.0,24.87952087171327
1600.0,24.937636062414974
1610.0,24.90418908776177
1620.0,25.078517943104817
1630.0,25.072209270738433
1640.0,25.07838921814317
1650.0,25.128304863936975
1660.0,25.167938096580176
1670.0,25.245861356243545
1680.0,25.42960157414972
1690.0,25.156806358813874
1700.0,24.871542451463164
1710.0,24.85706606083729
1720.0,24.870027552353974
1730.0,24.84463382182357
1740.0,24.8341836852752
1750.0,25.00144267197385
1760.0,24.960812403545706
1770.0,24.70959090951554
1780.0,24.88534148512434
1790.0,25.139932967981885
1800.0,25.04894684826228
1810.0,25.191595332145774
1820.0,25.37297607986015
1830.0,25.10014326232432
1840.0,24.956733676809215
1850.0,25.04958939448255
1860.0,24.68648187824603
1870.0,24.859161084908333
1880.0,24.93855433874414
1890.0,24.999241691333925
1900.0,24.659324761412492
1910.0,24.80723876509413
1920.0,24.46392082906289
1930.0,24.46382790831014
1940.0,24.326757518637294
1950.0,24.42758392763465
1960.0,24.52655933485276
1970.0,24.50464920254231
1980.0,24.26683546088036
1990.0,24.31281934296345
2000.0,24.53093374722892
2010.0,24.578791345692117
2020.0,24.39325392434551
2030.0,24.528258643580813
2040.0,24.50122781826923
2050.0,24.400908217348512
2060.0,24.287218357269264
2070.0,24.14556195948236
2080.0,24.103101261507025
2090.0,24.20838012472565
2100.0,24.47874471489355
2110.0,24.61405983539887
2120.0,24.575063168368498
2130.0,24.569229123660627
2140.0,24.42752439860635
2150.0,24.417447410325092
2160.0,24.47942920462779
2170.0,24.31854011616211
2180.0,24.33471041136365
2190.0,24.283662915534766
2200.0,24.04162783170974
2210.0,23.80072965212479
2220.0,23.707712111577493
2230.0,23.697784036206215
2240.0,23.327803422724344
2250.0,23.317164451629413
2260.0,23.651930729479115
2270.0,23.74302771844407
2280.0,23.763738872177804
2290.0,23.84039854389285
2300.0,23.941010211218558
2310.0,23.984717763956148
2320.0,23.95392102286759
2330.0,24.083833786114166
2340.0,23.752536805093257
2350.0,23.559150796604143
2360.0,23.563585052004647
2370.0,23.759180103980473
2380.0,23.579153390981205
2390.0,23.422618794667606
2400.0,23.50440469694345
2410.0,23.438724356889022
2420.0,23.509236327829147
2430.0,23.574241428943647
2440.0,23.427544261089178
2450.0,23.534391521918867
2460.0,23.525480911972917
2470.0,23.576168130889503
2480.0,23.68642978405954
2490.0,23.56768189071045
2500.0,23.60140765621228
2510.0,23.64241488015683
2520.0,23.441207866410416
2530.0,23.27149361756141
2540.0,23.202051309476065
2550.0,23.019977108507494
2560.0,23.17502412784763
2570.0,23.091709031199755
2580.0,23.08098194476695
2590.0,23.01054317418767
2600.0,22.97475787300587
2610.0,22.929994999584427
2620.0,22.828334915225916
2630.0,22.931823775632818
2640.0,22.79891836500973
2650.0,22.770634306076
2660.0,22.698031282010856
2670.0,22.68640328710459
2680.0,22.755046275362282
2690.0,22.593446262917908
2700.0,22.473456396336978
2710.0,22.655469889966096
2720.0,22.768136406724608
2730.0,22.700890705779333
2740.0,22.715246501585224
2750.0,22.95951005312926
2760.0,22.799074683436523
2770.0,22.84208967638497
2780.0,22.914653102003363
2790.0,23.056843819168943
2800.0,23.206665760370267
2810.0,23.385932778483095
2820.0,23.196910376970685
2830.0,23.155571017785185
2840.0,23.130664907998206
2850.0,23.085145252483784
2860.0,23.12470871099166
2870.0,23.14056867511747
2880.0,22.911371299015222
2890.0,23.099206761606506
2900.0,23.20789811327608
2910.0,23.24783159393984
2920.0,23.31954961634559
2930.0,23.234148457843602
2940.0,23.299612340459547
2950.0,23.27314938263769
2960.0,23.28692456243822
2970.0,23.10869157287374
2980.0,23.12916297976281
2990.0,23.146669106968417
3000.0,23.121264344878437
3010.0,23.12924975928772
3020.0,23.12196476568385
3030.0,23.077496134084694
3040.0,22.904634005383958
3050.0,23.02380205865673
3060.0,22.971325860800604
3070.0,23.041056578612725
3080.0,23.25471661063289
3090.0,23.190794841670947
3100.0,23.21962976244072
3110.0,23.07124448702914
3120.0,22.818455879316307
3130.0,22.80376798262238
3140.0,22.87797111136815
3150.0,22.798464668754598
3160.0,22.85520354416771
3170.0,22.99870646438826
3180.0,23.292049708967316
3190.0,23.273039143152687
3200.0,23.24137841560585
3210.0,23.24004666899685
3220.0,23.211513410897915
3230.0,23.135860582807787
3240.0,23.31914191195004
3250.0,23.42824903893724
3260.0,23.275583604395848
3270.0,23.179104295811843
3280.0,23.000677989217742
3290.0,22.96292595997519
3300.0,23.061676765804023
3310.0,23.062341154540597
3320.0,23.12321334912078
3330.0,23.145419171381686
3340.0,23.085257116934685
3350.0,23.099360220766314
3360.0,23.061658441842333
3370.0,23.06618632338604
3380.0,23.192520819558627
3390.0,23.205694188610828
3400.0,23.314188552886684
3410.0,23.258433079449755
3420.0,23.264487852363764
3430.0,23.62410641143316
3440.0,23.67028681668493
3450.0,23.68382528735452
3460.0,24.056823462617185
3470.0,23.725179955211257
3480.0,23.633144422648382
3490.0,23.729958898974363
3500.0,24.007778573962792
3510.0,23.816950162814194
3520.0,23.693685352932917
3530.0,24.037133411863877
3540.0,23.946315685961295
3550.0,23.785096713992598
3560.0,23.746157039553797
3570.0,23.51227822977461
3580.0,23.460168094310628
3590.0,23.57624258953143
3600.0,23.785593238274
3610.0,24.067829010747538
3620.0,23.96920722179214
3630.0,24.062853934088974
3640.0,24.076788205364355
3650.0,23.855535439125944
3660.0,23.820969541651074
3670.0,23.501215398037257
3680.0,23.62760468591476
3690.0,23.77396327590106
3700.0,23.64270532356233
3710.0,23.749502868289277
3720.0,23.526024677885143
3730.0,23.55288324952536
3740.0,23.78904270468244
3750.0,23.685725999208316
3760.0,23.593185087321498
3770.0,23.398830683123588
3780.0,23.375024956644435
3790.0,23.347761058807215
3800.0,23.419588389377488
3810.0,23.49698473980823
3820.0,23.562966210342747
3830.0,23.362551258851365
3840.0,23.507066833639012
3850.0,23.337686690720993
3860.0,23.430249375410483
3870.0,23.47644507531372
3880.0,23.39230115256125
3890.0,23.35230253288055
3900.0,23.530052841197254
3910.0,23.28268680358781
3920.0,23.437628922434026
3930.0,23.165770295950402
3940.0,23.196014206244612
3950.0,23.195338317449707
3960.0,23.244249890962866
3970.0,23.324917988817667
3980.0,23.49349124940472
3990.0,23.370268166854142
4000.0,23.38982142459538
4010.0,23.459458413953108
4020.0,23.617490345767024
4030.0,23.50728490300983
4040.0,23.51580697704617
4050.0,23.657114439619342
4060.0,23.834633983102375
4070.0,23.86781209731181
4080.0,23.97958584131491
4090.0,24.046829687475842
4100.0,23.869546684623295
4110.0,23.938593982032327
4120.0,23.948408789278396
4130.0,23.945423774981894
4140.0,23.883006744241495
4150.0,23.928473274359508
4160.0,24.04163824525463
4170.0,24.306113573199294
4180.0,24.031065686887683
4190.0,24.35730969688604
4200.0,24.144961658113058
4210.0,24.264993479896827
4220.0,24.34450676163836
4230.0,24.40739020377595
4240.0,24.341989407088597
4250.0,24.36643800569309
4260.0,24.51401525952657
4270.0,24.486150352476425
4280.0,24.30032411578274
4290.0,24.46208262505147
4300.0,24.381610542514775
4310.0,24.226720917021105
4320.0,24.23499390614188
4330.0,24.33145944038796
4340.0,24.33790099569042
4350.0,24.32239783114434
4360.0,24.355672232431953
4370.0,24.5198774454869
4380.0,24.382391638771168
4390.0,24.623808110561633
4400.0,24.289641489778635
4410.0,24.29754441114788
4420.0,24.062584742855446
4430.0,24.129336478161918
4440.0,24.35526714889804
4450.0,24.426944345196954
4460.0,24.377487314656154
4470.0,24.501076208637016
4480.0,24.43857233852122
4490.0,24.433357547177476
4500.0,24.751376732467968
4510.0,24.847411066535
4520.0,24.75766731090295
4530.0,24.462553800038382
4540.0,24.53596755333529
4550.0,24.593062559776083
4560.0,24.417184900501606
4570.0,24.467312295034382
4580.0,24.39341975311753
4590.0,24.320903921714425
4600.0,24.08288169603626
4610.0,24.196439453388983
4620.0,24.164988076533238
4630.0,24.21425762389111
4640.0,24.113456624002662
4650.0,24.041875534980175
4660.0,23.852840243998926
4670.0,24.052829070469702
4680.0,24.31531144237947
4690.0,24.2005558409276
4700.0,24.183837672979422
4710.0,23.84412902718149
4720.0,24.009991453362687
4730.0,23.989865432949543
4740.0,23.911173247716793
4750.0,23.98275739362604
4760.0,23.904556242747628
4770.0,23.96631640590515
4780.0,23.924741591552454
4790.0,23.860195512277908
4800.0,24.087196573076266
4810.0,24.169585575445556
4820.0,24.011322176726324
4830.0,23.976160650600995
4840.0,24.015405678895128
4850.0,24.0439607372125
4860.0,24.004168379693716
4870.0,24.130240938513584
4880.0,24.361914735952567
4890.0,24.32724762784773
4900.0,24.306590711276634
4910.0,24.218957579730773
4920.0,24.30663020460286
4930.0,24.162254555975412
4940.0,24.05809433216668
4950.0,24.088703771390275
4960.0,24.095043123938627
4970.0,24.161159819767384
4980.0,24.094605882397442
4990.0,24.08853347810905
5000.0,24.082342061882642
5010.0,24.160995907910088
5020.0,24.280767098164464
5030.0,24.214415321436093
5040.0,24.229602275459236
5050.0,24.10025164629837
5060.0,23.837210007786837
5070.0,23.918777129766376
5080.0,23.911188399978112
5090.0,23.873128967857326
5100.0,23.89043651377885
5110.0,23.794320094873466
5120.0,23.906782902531976
5130.0,23.919670347287774
5140.0,24.099216587636178
5150.0,23.97199254042818
5160.0,24.19880656619271
5170.0,24.267025215261377
5180.0,24.390113648526196
5190.0,24.45932889068816
5200.0,24.3562067353205
5210.0,24.138130609251
5220.0,24.051657533383302
5230.0,24.22879586550401
5240.0,24.110946447288164
5250.0,24.113429230848872
5260.0,24.226834530643778
5270.0,24.218118439163703
5280.0,24.40537459522092
5290.0,24.44885219448564
5300.0,24.567070536709267
5310.0,24.55571884852054
5320.0,24.58349008993056
5330.0,24.79826995519536
5340.0,24.726947256581326
5350.0,24.967936101785277
5360.0,24.927071842725134
5370.0,24.991713079837705
5380.0,24.733476978943102
5390.0,24.55125526059013
5400.0,24.510613327519927
5410.0,24.25647884735013
5420.0,24.130957410504507
5430.0,24.210196270948988
5440.0,24.25761090987314
5450.0,24.26272871791886
5460.0,24.281821452801132
5470.0,24.40198861498772
5480.0,24.000363966464846
5490.0,24.284453101601024
5500.0,24.214353924973555
5510.0,24.004291283767465
5520.0,24.07804546148648
5530.0,24.036925235621695
5540.0,23.874813007872152
5550.0,23.99278890066994
5560.0,24.104268001656376
5570.0,24.130222610718754
5580.0,24.129492588665027
5590.0,24.301788953822573
5600.0,24.197246714469614
5610.0,24.144018025415274
5620.0,24.109752076357715
5630.0,24.27266450305899
5640.0,24.075414744236724
5650.0,24.216992598343342
5660.0,24.22398484964941
5670.0,23.972064026066835
5680.0,23.952154159263692
5690.0,23.97071875132029
5700.0,24.04347554090659
5710.0,23.82099247362228
5720.0,23.722544722339865
5730.0,23.62572532640008
5740.0,23.55914542678451
5750.0,23.67040568232063
5760.0,23.573377354043927
5770.0,23.564215998067247
5780.0,23.585411729477542
5790.0,23.345892097559354
5800.0,23.683845042409693
5810.0,23.666981815470734
5820.0,23.689522874133058
5830.0,23.493578513756546
5840.0,23.738867584406748
5850.0,23.72953288119473
5860.0,23.49991204127709
5870.0,23.486289641613602
5880.0,23.3983672165403
5890.0,23.13167936915256
5900.0,23.24779738949346
5910.0,23.04175764757245
5920.0,23.20078275251035
5930.0,23.218180851530775
5940.0,23.344081687310776
5950.0,23.40019275302125
5960.0,23.458855581999998
5970.0,23.42895403213095
5980.0,23.659326436218027
5990.0,23.809612507160054
6000.0,24.069892943255297
6010.0,23.89903576662243
6020.0,23.85178072348556
6030.0,23.980025575169957
6040.0,23.933363373754045
6050.0,23.887383652526754
6060.0,23.86122692613902
6070.0,24.139796002043433
6080.0,24.079344748353325
6090.0,24.00641691812524
6100.0,23.87788525716247
6110.0,23.924143092650965
6120.0,24.14791060541667
6130.0,24.054075547843773
6140.0,23.91350111922594
6150.0,23.86586855446873
6160.0,23.899710900790986
6170.0,23.578820599188873
6180.0,23.539962697957098
6190.0,23.65741194252778
6200.0,23.779831645170013
6210.0,23.764269106463047
6220.0,23.796540223085
6230.0,23.858804207922493
6240.0,23.70289287201491
6250.0,23.84621781327763
6260.0,23.94889119115928
6270.0,23.734094619457963
6280.0,23.835330501513894
6290.0,23.84499071569442
6300.0,23.73313131687524
6310.0,23.837598994592977
6320.0,23.715144591497225
6330.0,23.685569999652103
6340.0,23.58260753623583
6350.0,23.604949934596682
6360.0,23.74965725929716
6370.0,23.51575315483716
6380.0,23.55352861364083
6390.0,23.671301979167914
6400.0,23.53134718096299
6410.0,23.60219300881502
6420.0,23.402060656847883
6430.0,23.26098345620792
6440.0,23.351810858356153
6450.0,23.459960893869173
6460.0,23.353652832416437
6470.0,23.327161383845375
6480.0,23.425669246171942
6490.0,23.414002923645672
6500.0,23.394416822871793
6510.0,23.46280061642794
6520.0,23.65443294640088
6530.0,23.558362363088914
6540.0,23.675361100966825
6550.0,23.35845156765464
6560.0,23.547740173185375
6570.0,23.577894717672734
6580.0,23.694159446125763
6590.0,23.40182377954485
6600.0,23.284358035079286
6610.0,23.303045931587825
6620.0,23.201019957371916
6630.0,23.49823431431763
6640.0,23.604983129556516
6650.0,23.533913813488663
6660.0,23.666137407720647
6670.0,23.60194532885133
6680.0,23.33255293668239
6690.0,23.39380468202717
6700.0,23.444550011415622
6710.0,23.450297892594538
6720.0,23.374280970233833
6730.0,23.476990530113778
6740.0,23.44236221707919
6750.0,23.541031397224117
6760.0,23.450982652675393
6770.0,23.60079149491852
6780.0,23.44549422303781
6790.0,23.46858716761242
6800.0,23.391717278506594
6810.0,23.303533966335937
6820.0,23.258015301982525
6830.0,23.46020013445736
6840.0,23.47939620815617
6850.0,23.53087382328246
6860.0,23.5545498151727
6870.0,23.370878224343244
6880.0,23.30744899863359
6890.0,23.049732013148372
6900.0,23.01693152761704
6910.0,23.15269755621959
6920.0,23.215808272879066
6930.0,23.201066389509673
6940.0,23.175389490835673
6950.0,23.379490752401296
6960.0,23.4516174493008
6970.0,23.621531630631925
6980.0,23.446906625381068
6990.0,23.604450350125262
7000.0,23.628913187866424
