time,rg_full_cancer
0.0,33.87821693663239
10.0,33.83216501375741
20.0,33.66133609514391
30.0,33.56300556071726
40.0,33.3320735021465
50.0,33.35837198644484
60.0,33.33553070538848
70.0,33.49598700180397
80.0,33.516317584075175
90.0,33.48550202154012
100.0,33.468119290040555
110.0,33.47770672323839
120.0,33.41716405568603
130.0,33.46818427811502
140.0,33.38342586715248
150.0,33.36271092817404
160.0,33.2823209771631
170.0,33.36015044417995
180.0,33.32681036847239
190.0,33.46925562016717
200.0,33.48605572993316
210.0,33.57455046799342
220.0,33.48592222913817
230.0,33.30839357428467
240.0,33.455791142795974
250.0,33.49815620834461
260.0,33.36693056718302
270.0,33.24117338396511
280.0,33.26129635244443
290.0,33.277611574980114
300.0,33.41115833224065
310.0,33.395645181160546
320.0,33.31745756620475
330.0,33.3094383646626
340.0,33.29371994251577
350.0,33.369790425927924
360.0,33.42454370577831
370.0,33.45293026993344
380.0,33.30630653897656
390.0,33.422743338211625
400.0,33.45820972434795
410.0,33.700827637818456
420.0,33.75027673427317
430.0,33.67077209946084
440.0,33.668159087990674
450.0,33.719953398198456
460.0,33.86980451225301
470.0,33.89609410273483
480.0,33.84934064990041
490.0,33.89851509808012
500.0,33.88338649720233
510.0,33.76981920482307
520.0,33.666332953832665
530.0,33.7916968307713
540.0,33.680051527694495
550.0,33.71567935850142
560.0,33.70133125938221
570.0,33.7196860074383
580.0,33.697715433430474
590.0,33.79412720302202
600.0,33.8305449375964
610.0,33.7568561923443
620.0,33.88351539220029
630.0,33.83976234325124
640.0,33.663811598367225
650.0,33.67186419297394
660.0,33.738453170279314
670.0,33.813302341525414
680.0,33.844618946757286
690.0,33.835421109236094
700.0,33.78852479143482
710.0,33.63453375968923
720.0,33.73811209921159
730.0,33.83530916386064
740.0,33.84106423935855
750.0,33.720915618206874
760.0,33.68314554702648
770.0,33.69230551693731
780.0,33.66562643522825
790.0,33.76781190910155
800.0,33.676830330845966
810.0,33.77066242724909
820.0,33.715468329861466
830.0,33.51014622435328
840.0,33.57807440063303
850.0,33.53243927574471
860.0,33.54300692702304
870.0,33.60197698578147
880.0,33.59429736678911
890.0,33.678169744764325
900.0,33.8541730585219
910.0,33.89400014505685
920.0,33.908712399839445
930.0,33.82963940916714
940.0,33.77939274141852
950.0,33.77713903459809
960.0,33.732654746172784
970.0,33.720520813566395
980.0,33.653998768678676
990.0,33.781530583646315
1000.0,33.81565412746622
1010.0,33.69846775034769
1020.0,33.68186106511679
1030.0,33.68257574169721
1040.0,33.7487195203251
1050.0,33.665023429845114
1060.0,33.70154912743689
1070.0,33.74438372112158
1080.0,33.712700155164384
1090.0,33.68019662386217
1100.0,33.725691046393564
1110.0,33.696388667058784
1120.0,33.61692445459139
1130.0,33.68040540863416
1140.0,33.61961894508538
1150.0,33.582444870268844
1160.0,33.30216550977264
1170.0,33.39477097560614
1180.0,33.418304018195464
1190.0,33.3281765423235
1200.0,33.332310833828934
1210.0,33.485916648225064
1220.0,33.52491514989975
1230.0,33.477736435075514
1240.0,33.630648266581304
1250.0,33.54872368803333
1260.0,33.66110260784895
1270.0,33.582673354137036
1280.0,33.60754115731879
1290.0,33.655758943482574
1300.0,33.620379641115136
1310.0,33.5926277060709
1320.0,33.636174451955654
1330.0,33.57250162221212
1340.0,33.725417285654416
1350.0,33.733405746171236
1360.0,33.62367052346332
1370.0,33.57396052269195
1380.0,33.660520383363476
1390.0,33.80568295602574
1400.0,33.770283455383854
1410.0,33.833950068520565
1420.0,33.80858342035667
1430.0,33.83789520996668
1440.0,33.808238553441846
1450.0,33.86454172769304
1460.0,33.83073284573038
1470.0,33.83623720339373
1480.0,33.957369670796766
1490.0,33.93262541602948
1500.0,33.889465368492964
1510.0,33.94808528209978
1520.0,33.96600366862216
1530.0,34.00231571756559
1540.0,34.00066478708248
1550.0,33.94042876336339
1560.0,34.00749769397174
1570.0,33.909394348688835
1580.0,33.76306557081655
1590.0,33.95871511438255
1600.0,34.02522053222901
1610.0,33.94086464033862
1620.0,33.881004926423095
1630.0,33.876873302693504
1640.0,34.02565951194449
1650.0,33.91086815557366
1660.0,34.00658209649653
1670.0,34.051895008504836
1680.0,33.982640537126116
1690.0,33.938103471230214
1700.0,33.59864524271837
1710.0,33.586564226884406
1720.0,33.53988450517431
1730.0,33.41638664816723
1740.0,33.44026795193999
1750.0,33.6055328610406
1760.0,33.481248223328016
1770.0,33.43414068781135
1780.0,33.507079027197946
1790.0,33.594179393551286
1800.0,33.69617902076716
1810.0,33.66393088127285
1820.0,33.762007009743506
1830.0,33.73324391342154
1840.0,33.66519510440283
1850.0,33.49356768892914
1860.0,33.472025803008435
1870.0,33.55315382396856
1880.0,33.553650963361115
1890.0,33.53642156756507
1900.0,33.37009596184035
1910.0,33.46954226428561
1920.0,33.219642057783624
1930.0,33.234437936984676
1940.0,33.1765224021623
1950.0,33.19836955645605
1960.0,33.325621553264966
1970.0,33.229698185049344
1980.0,33.102007385486736
1990.0,33.252334745970565
2000.0,33.18587987107504
2010.0,33.22090157676694
2020.0,33.32222944038969
2030.0,33.31249806698696
2040.0,33.204651848254436
2050.0,33.17517361516517
2060.0,33.219168881529164
2070.0,33.26576569528461
2080.0,33.205870205053735
2090.0,33.26016523441403
2100.0,33.31712408269926
2110.0,33.389790107417696
2120.0,33.335682378465144
2130.0,33.3744518051412
2140.0,33.42736405964338
2150.0,33.335176700693495
2160.0,33.39239036799343
2170.0,33.31056791538428
2180.0,33.21241645754024
2190.0,33.1401394177359
2200.0,33.046841140700906
2210.0,33.065999597190995
2220.0,32.9829256118198
2230.0,32.85021896705118
2240.0,32.66473057729822
2250.0,32.732822467113735
2260.0,32.77123525238114
2270.0,32.7544785192266
2280.0,32.77647790159368
2290.0,32.82567983767625
2300.0,32.893443492327876
2310.0,32.868474325085344
2320.0,32.92247788987267
2330.0,32.84098713340688
2340.0,32.86892843402993
2350.0,32.77036283555073
2360.0,32.83324015842754
2370.0,32.90807251759013
2380.0,32.87796586287749
2390.0,32.86408507289711
2400.0,32.786824788239755
2410.0,32.773022568166006
2420.0,32.77957037083953
2430.0,32.70939089872795
2440.0,32.68338228935511
2450.0,32.7931146405171
2460.0,32.83162570564835
2470.0,32.93018104814404
2480.0,32.9636900413853
2490.0,32.95056145567506
2500.0,32.82854168280265
2510.0,32.7336807784627
2520.0,32.75120234773941
2530.0,32.80411653079979
2540.0,32.71351130069572
2550.0,32.7387443156674
2560.0,32.832755457966535
2570.0,32.80007285541415
2580.0,32.7676571135848
2590.0,32.621591044530696
2600.0,32.57373857094962
2610.0,32.68221758769859
2620.0,32.74003026289657
2630.0,32.79160564281978
2640.0,32.696770127085514
2650.0,32.64579947692115
2660.0,32.59147995966756
2670.0,32.65576856660008
2680.0,32.62287806058076
2690.0,32.57635646771869
2700.0,32.56808043211951
2710.0,32.580460442676
2720.0,32.64409344976699
2730.0,32.54897106672498
2740.0,32.59607452608552
2750.0,32.560363261180946
2760.0,32.545321178933584
2770.0,32.52378467922237
2780.0,32.46946147651801
2790.0,32.510398102456186
2800.0,32.63263245331141
2810.0,32.62872959998526
