time,rg_full_cancer
2820.0,32.55486630747962
2830.0,32.58035365713145
2840.0,32.47763696413454
2850.0,32.51654760269631
2860.0,32.513226830517986
2870.0,32.590768080615604
2880.0,32.53429522462849
2890.0,32.597605000527174
2900.0,32.76414539380573
2910.0,32.85269404954161
2920.0,32.87899308700994
2930.0,32.956556816222246
2940.0,32.96363803567769
2950.0,32.98566969979056
2960.0,32.934174684755725
2970.0,32.95846866290537
2980.0,32.95642900172668
2990.0,32.91168347015782
3000.0,32.9464742155804
3010.0,32.88105636920249
3020.0,32.97535816525706
3030.0,33.024363076328335
3040.0,32.994295313380235
3050.0,32.96072461036875
3060.0,32.88309600183985
3070.0,32.95577123476639
3080.0,33.07631436879681
3090.0,32.88127253577944
3100.0,32.87833909793415
3110.0,32.74540773973922
3120.0,32.692726811883
3130.0,32.683273288102164
3140.0,32.67527447647788
3150.0,32.63808325631164
3160.0,32.71266827741444
3170.0,32.70614812370009
3180.0,32.67701410396041
3190.0,32.79042740355712
3200.0,32.737662686659455
3210.0,32.882668703484235
3220.0,32.76228885461533
3230.0,32.749162402550326
3240.0,32.79960286529433
3250.0,32.86088239644278
3260.0,32.80110545268985
3270.0,32.82889708436741
3280.0,32.761905752557375
3290.0,32.858497450029404
3300.0,32.89575816478247
3310.0,32.75947465840222
3320.0,32.898149115068094
3330.0,32.9119586113947
3340.0,32.96610042684402
3350.0,33.00853774515917
3360.0,32.99557507124881
3370.0,33.023111180807014
3380.0,33.17796738330419
3390.0,33.323634332615455
3400.0,33.38701351296726
3410.0,33.269166769760545
3420.0,33.29869071962299
3430.0,33.31703883739085
3440.0,33.36127336073646
3450.0,33.47887323729574
3460.0,33.50201207916176
3470.0,33.328830415016945
3480.0,33.319156742251586
3490.0,33.29740565099025
3500.0,33.39802579593108
3510.0,33.37006615776189
3520.0,33.36211958480677
3530.0,33.40578324828105
3540.0,33.51675799626255
3550.0,33.31803553775719
3560.0,33.21968215322862
3570.0,33.10963814927666
3580.0,33.22735845411495
3590.0,33.0700153529133
3600.0,33.1999315582139
3610.0,33.291928139895816
3620.0,33.32694382209381
3630.0,33.31670632754357
3640.0,33.25620219815063
3650.0,33.170159973570385
3660.0,33.05415919081615
3670.0,32.914810797519685
3680.0,33.08564375192044
3690.0,33.24191525953188
3700.0,33.232112892220066
3710.0,33.21892212025366
3720.0,33.192509101789746
3730.0,33.31317316772207
3740.0,33.324414404177176
3750.0,33.490785929610595
3760.0,33.53670604793986
3770.0,33.306657982208144
3780.0,33.367528138068934
3790.0,33.37112848421191
3800.0,33.39402967989619
3810.0,33.43440098675748
3820.0,33.338985675085816
3830.0,33.26228228300156
3840.0,33.23819419592804
3850.0,33.29351872180912
3860.0,33.30627735117261
3870.0,33.3080802116212
3880.0,33.33271028696569
3890.0,33.27536241391429
3900.0,33.247850813933454
3910.0,33.319302888865
3920.0,33.354640906159936
3930.0,33.25617386472065
3940.0,33.433590234315616
3950.0,33.42397270999343
3960.0,33.31669640352841
3970.0,33.341953001523024
3980.0,33.460967848320735
3990.0,33.36599609597145
4000.0,33.24413201654632
4010.0,33.308106256071916
4020.0,33.2840178571988
4030.0,33.268817860100015
4040.0,33.23231123077945
4050.0,33.34752647703502
4060.0,33.35884378965683
4070.0,33.28411408710207
4080.0,33.46084747064947
4090.0,33.42844901899983
4100.0,33.44695163371966
4110.0,33.63196476373333
4120.0,33.550499632986345
4130.0,33.523194065995376
4140.0,33.62731322338004
4150.0,33.592394116732876
4160.0,33.642809147658085
4170.0,33.663426644187524
4180.0,33.5688236166617
4190.0,33.58357928182783
4200.0,33.62415237923801
4210.0,33.60716650576956
4220.0,33.56265851936632
4230.0,33.6552195779659
4240.0,33.70997767414099
4250.0,33.810756803111886
4260.0,33.78157809589756
4270.0,33.68117195013793
4280.0,33.65693588653137
4290.0,33.67837224107872
4300.0,33.748299213374686
4310.0,33.6832182889702
4320.0,33.658007215457744
4330.0,33.640027933253776
4340.0,33.59690478476531
4350.0,33.55546219837505
4360.0,33.50864138522589
4370.0,33.481357492655484
4380.0,33.54512669822225
4390.0,33.5641529675166
4400.0,33.43205052662364
4410.0,33.43218450100607
4420.0,33.31011195467017
4430.0,33.34353087434538
4440.0,33.26326135756499
4450.0,33.27653680599856
4460.0,33.24097529318447
4470.0,33.267017675203974
4480.0,33.263728881192165
4490.0,33.31302734867074
4500.0,33.407640842012604
4510.0,33.36641766504901
4520.0,33.32242777165331
4530.0,33.15152154533719
4540.0,33.291078919614385
4550.0,33.3675625402258
4560.0,33.44104186781446
4570.0,33.44900779794185
4580.0,33.48644902207053
4590.0,33.48340747983157
4600.0,33.37102153445261
4610.0,33.343644506321816
4620.0,33.2077634786033
4630.0,33.19167908607165
4640.0,33.18388807146816
4650.0,33.11798147877101
4660.0,33.019025623317475
4670.0,33.120818490915575
4680.0,33.1800562242677
4690.0,33.10816978460239
4700.0,33.143682253244464
4710.0,33.03343591697754
4720.0,33.05667439721299
4730.0,33.00213421103411
4740.0,32.965221204839274
4750.0,33.09221366925221
4760.0,33.060821098336646
4770.0,33.07260697691229
4780.0,33.102453686719414
4790.0,33.13712195995399
4800.0,33.17244547697249
4810.0,33.23066332789412
4820.0,33.25350148940653
4830.0,33.22951121356938
4840.0,33.18443610968828
4850.0,33.223505041628705
4860.0,33.340816700298355
4870.0,33.20444243961577
4880.0,33.27588906577301
4890.0,33.19405917486557
4900.0,33.08568588258328
4910.0,33.017785557498456
4920.0,33.139351886102105
4930.0,33.15904039375097
4940.0,33.02842982234161
4950.0,32.97993665400035
4960.0,32.93843849773236
4970.0,33.2235747095269
4980.0,33.33269397876201
4990.0,33.248547321372506
5000.0,33.32335112034313
5010.0,33.29820053235653
5020.0,33.286609678909876
5030.0,33.35123787393322
5040.0,33.371966021576505
5050.0,33.382826490466236
5060.0,33.338976789131294
5070.0,33.37438351640795
5080.0,33.444592443894365
5090.0,33.31091256155731
5100.0,33.30499209072431
5110.0,33.32913875617978
5120.0,33.38517804289368
5130.0,33.41774745634318
5140.0,33.56564185710869
5150.0,33.53657523638704
5160.0,33.53254752395483
5170.0,33.51551722210398
5180.0,33.56778780391536
5190.0,33.69938001921772
5200.0,33.682836473869436
5210.0,33.630574075876524
5220.0,33.64650685705238
5230.0,33.72927370602838
5240.0,33.66424382353622
5250.0,33.62626092070695
5260.0,33.69895627161711
5270.0,33.66611987428026
5280.0,33.676567811078165
5290.0,33.61801489688017
5300.0,33.70271317806382
5310.0,33.62512369769512
5320.0,33.81312658608877
5330.0,33.92855701783681
5340.0,33.84995712774566
5350.0,33.9691587523587
5360.0,33.981018985170834
5370.0,33.98054656175347
5380.0,33.84625268167571
5390.0,33.79939205114495
5400.0,33.76915554917052
5410.0,33.710625022527914
5420.0,33.71996404965224
5430.0,33.77869458941847
5440.0,33.77858466820307
5450.0,33.762111006238776
5460.0,33.81541511172152
5470.0,33.791833661824455
5480.0,33.58371347320919
5490.0,33.628693597273454
5500.0,33.616848985194046
5510.0,33.57507002808396
5520.0,33.54411284249497
5530.0,33.4437783462601
5540.0,33.36605442143134
5550.0,33.29912318939639
5560.0,33.32537713805024
5570.0,33.3659077206094
5580.0,33.370983935674225
5590.0,33.39724307846347
5600.0,33.32083976254083
5610.0,33.31817767131361
5620.0,33.19129856040752
5630.0,33.33278698515683
5640.0,33.28278818484066
5650.0,33.44642950459624
5660.0,33.44682883303794
5670.0,33.380339201317966
5680.0,33.362097755542784
5690.0,33.28222209574471
5700.0,33.38558702549223
5710.0,33.34447780034878
5720.0,33.16048472011344
5730.0,33.04731723040151
5740.0,33.03285590918188
5750.0,33.165905211554154
5760.0,33.13634908765409
5770.0,33.02935271706031
5780.0,32.98998748509183
5790.0,32.92835170862842
5800.0,32.96877311603128
5810.0,33.01607425250596
5820.0,32.928498230615446
5830.0,33.01487083268535
5840.0,32.98437547421947
5850.0,33.09231763738479
5860.0,33.01823245533918
5870.0,33.044162820130936
5880.0,33.15284704460892
5890.0,33.02311292986985
5900.0,33.0763556737227
5910.0,32.95046800407205
5920.0,33.01157939520159
5930.0,33.113650225061626
5940.0,33.011720595640405
5950.0,33.058200614940645
5960.0,33.09674516232013
5970.0,33.05161466760756
5980.0,33.13804253199468
5990.0,33.144580078016716
6000.0,33.298590560338866
6010.0,33.255408718280336
6020.0,33.18997626598385
6030.0,33.21251052661913
6040.0,33.26930558468393
6050.0,33.15150752674356
6060.0,33.12653440302382
6070.0,33.23226271101952
6080.0,33.1917168610047
6090.0,33.1573108270068
6100.0,32.932222270894364
6110.0,32.91914078835014
6120.0,32.98693423305296
6130.0,32.84041463755419
6140.0,32.922766691637655
6150.0,32.94876740758917
6160.0,32.92530917464609
6170.0,32.92736028477339
6180.0,32.98817311297684
6190.0,33.06909943291147
6200.0,33.168968990630546
6210.0,33.08903683286535
6220.0,33.07142435301588
6230.0,33.10234902490066
6240.0,32.97332865267498
6250.0,33.052555494035445
6260.0,33.181195319610296
6270.0,33.003508987347466
6280.0,33.07972162835821
6290.0,33.1741091185222
6300.0,33.15222535763716
6310.0,33.16684582739689
6320.0,33.107111314236924
6330.0,33.246246312360235
6340.0,33.1544411190442
6350.0,33.240910631899865
6360.0,33.136588494948185
6370.0,33.19253004882551
6380.0,33.2171074826024
6390.0,33.207688434760875
6400.0,33.29814966746225
6410.0,33.31752058094187
6420.0,33.1878631845168
6430.0,33.08565922750478
6440.0,33.168879505758284
6450.0,33.03015945605375
6460.0,33.07842308449504
6470.0,32.93865624252742
6480.0,32.87634455631066
6490.0,32.8568186631777
6500.0,32.903719384186374
6510.0,32.88769650443548
6520.0,32.89430094017581
6530.0,32.979314243324566
6540.0,32.991360339089624
6550.0,32.840826579567405
6560.0,32.96486725747665
6570.0,32.901390882899555
6580.0,32.881581995733576
6590.0,32.65145147530569
6600.0,32.70024652036072
6610.0,32.69151596592381
6620.0,32.65469965157922
6630.0,32.89448578310217
6640.0,32.926900169914404
6650.0,32.75772477134876
6660.0,32.90969662825608
6670.0,32.747816890533365
6680.0,32.77300965906161
6690.0,32.867871224085725
6700.0,32.999655554032316
6710.0,32.939929857566256
6720.0,32.96033070636167
6730.0,33.01454408977057
6740.0,33.11958381176673
6750.0,32.991456416829074
6760.0,32.959774034325825
6770.0,33.07207458025466
6780.0,32.94476953156622
6790.0,32.996305676251595
6800.0,32.973304976851196
6810.0,33.006457292835705
6820.0,32.827029293344424
6830.0,32.87551346758882
6840.0,32.762471443165424
6850.0,32.779652271051674
6860.0,32.78839499299779
6870.0,32.73783884177756
6880.0,32.6790695767793
6890.0,32.60009727530789
6900.0,32.62124719113333
6910.0,32.67734022438709
6920.0,32.63415797623544
6930.0,32.59533000624649
6940.0,32.54632780915809
6950.0,32.57365403841461
6960.0,32.6265556735084
6970.0,32.619584095865285
6980.0,32.60236320383587
6990.0,32.62859966491603
7000.0,32.71797000234659
