time,rg_epitope_cancer
4130.0,7.885356980803463
4140.0,7.891680074508203
4150.0,7.887377029230211
4160.0,7.994453716811274
4170.0,7.920990841606701
4180.0,7.970751533474804
4190.0,7.939195720247778
4200.0,7.968700464237478
4210.0,7.910564652379342
4220.0,7.992380626814496
4230.0,7.959442246278202
4240.0,7.82659580705335
4250.0,7.790092292104861
4260.0,7.931911764547485
4270.0,7.888232650643406
4280.0,7.965501141526937
4290.0,7.86304201032316
4300.0,7.961065758181725
4310.0,7.853336012903064
4320.0,7.806250841170262
4330.0,7.844290116464726
4340.0,7.873785190622648
4350.0,7.819829087545286
4360.0,7.802537709922209
4370.0,7.895897809258074
4380.0,7.768614076117011
4390.0,8.163281142131575
4400.0,8.040410155002315
4410.0,7.895883005782767
4420.0,7.9327936671669645
4430.0,7.81881595457087
4440.0,7.822402866379188
4450.0,7.786673949111928
4460.0,7.933998997652466
4470.0,7.816072007227264
4480.0,7.88825652820219
4490.0,7.784998977345638
4500.0,8.10454909930631
4510.0,7.871198005163729
4520.0,7.915141949904266
4530.0,7.993393246936946
4540.0,7.835618583206442
4550.0,8.000084793020898
4560.0,7.891745076564074
4570.0,7.938500421040955
4580.0,8.020301193348867
4590.0,7.982912616958185
4600.0,7.930174743215597
4610.0,7.898431598936259
4620.0,7.987110563524876
4630.0,7.897081118015722
4640.0,7.93182813147553
4650.0,8.023017726923658
4660.0,7.792981545381342
4670.0,7.917371685886371
4680.0,7.985823940083051
4690.0,7.95902924239876
4700.0,7.93635617443343
4710.0,7.859820559257119
4720.0,7.926710014631386
4730.0,7.868005040324528
4740.0,7.846695105843038
4750.0,8.016581342519055
4760.0,7.9856849913162975
4770.0,7.918505360266984
4780.0,8.117102817209082
4790.0,8.041758546449238
4800.0,8.08589063798113
4810.0,7.958901010492524
4820.0,7.881311339658348
4830.0,7.972159037890806
4840.0,7.843426308456747
4850.0,7.974378468790236
4860.0,8.026637929678836
4870.0,7.884587579005236
4880.0,7.9241331652156495
4890.0,8.023275555185307
4900.0,7.995352755537322
4910.0,7.939574568790237
4920.0,7.955662278694637
4930.0,7.923913377024309
4940.0,7.904655888429173
4950.0,7.9169305312784894
4960.0,7.953499382746559
4970.0,7.969473890649417
4980.0,7.8495154566669
4990.0,7.887565112260527
5000.0,7.88157240890439
5010.0,7.884294904026476
5020.0,7.9411263022820995
5030.0,8.054165648459058
5040.0,7.914107456738185
5050.0,7.871672200298555
5060.0,7.944821624147535
5070.0,8.046954473699376
5080.0,7.978558566891
5090.0,7.884298255542428
5100.0,7.890571035018909
5110.0,7.839154721610717
5120.0,7.994057002207047
5130.0,7.791973503964133
5140.0,7.814265638291426
5150.0,7.88264519099619
5160.0,7.878492923405991
5170.0,7.877749324622059
5180.0,7.924528615745234
5190.0,8.03289153088441
5200.0,8.045054623852682
5210.0,7.866931107151423
5220.0,7.808706951187334
5230.0,7.860505320220712
5240.0,7.863062863722179
5250.0,7.884198298812172
5260.0,7.813741757947886
5270.0,7.925992074497108
5280.0,7.899904964328108
5290.0,7.912103767003106
5300.0,7.797404635611769
5310.0,7.95341890386688
5320.0,8.149893562290723
5330.0,8.028383163107042
5340.0,7.880768257079468
5350.0,8.020117001134395
5360.0,7.845054802624948
5370.0,7.880229287998044
5380.0,7.807520266457934
5390.0,7.937853588079133
5400.0,8.06910253933338
5410.0,7.904528419830096
5420.0,7.785835580100068
5430.0,7.8265593917767236
5440.0,7.959833496878389
5450.0,8.072284025510367
5460.0,7.904521676535799
5470.0,8.05867733011307
5480.0,8.060917412547084
5490.0,7.987167857059198
5500.0,7.8552816521688245
5510.0,7.712585950389402
5520.0,7.8700949619103975
5530.0,8.032841777586672
5540.0,7.986747899123073
5550.0,7.922484302183245
5560.0,8.152122044598658
5570.0,8.006589007415474
5580.0,7.954667778023377
5590.0,7.943983482900985
5600.0,7.990258791968565
5610.0,8.022858658497734
5620.0,8.011936332190981
5630.0,8.056419203191455
5640.0,8.015395120788542
5650.0,7.928129838425894
5660.0,8.069204131202065
5670.0,7.894068954617157
5680.0,7.973441463312781
5690.0,8.029985192840511
5700.0,8.052886223746615
5710.0,7.989631672897901
5720.0,8.063382778377838
5730.0,7.938981190258612
5740.0,7.985455434524613
5750.0,7.907374867887571
5760.0,7.889751333386359
5770.0,7.900397686205937
5780.0,7.966609055733438
5790.0,7.926661090236322
5800.0,7.892699646959364
5810.0,7.9908383566560035
5820.0,7.906463568514212
5830.0,7.991885298250877
5840.0,7.9838834371534455
5850.0,7.988344264376306
5860.0,7.852116814524192
5870.0,7.872432077283559
5880.0,7.820294376690708
5890.0,7.867163857674852
5900.0,7.881385329286268
5910.0,7.951211306952562
5920.0,7.892681287947611
5930.0,7.921788446353233
5940.0,7.893390512904396
5950.0,7.892139982543706
5960.0,7.741776563006255
5970.0,7.898411199440038
5980.0,7.817165894900091
5990.0,7.927125954382962
6000.0,7.889814423612745
6010.0,7.798291791253798
6020.0,7.795991502440053
6030.0,8.012252416293173
6040.0,7.862735696347361
6050.0,7.885723203118404
6060.0,7.819482903480026
6070.0,7.912121668219072
6080.0,7.978973450812556
6090.0,8.095456901075082
6100.0,7.936544409847803
6110.0,8.017190096401512
6120.0,7.948184873478477
6130.0,7.852559747017864
6140.0,7.8923372148961
6150.0,7.841292506128071
6160.0,7.955396133266353
6170.0,8.030099259488763
6180.0,7.868366479906764
6190.0,7.900090736409194
6200.0,7.849524414701601
6210.0,7.993367874770173
6220.0,7.950091533509062
6230.0,7.8929761069543956
6240.0,7.7445153964897715
6250.0,7.874609825570793
6260.0,7.927883596831185
6270.0,7.936847185083778
6280.0,7.890868199216907
6290.0,7.93478822923299
6300.0,7.795727431480321
6310.0,7.861298681718217
6320.0,7.891698046649732
6330.0,7.900769662409263
6340.0,7.868989471834999
6350.0,7.836551560043356
6360.0,7.851443420802975
6370.0,7.819848028090826
6380.0,7.911894749499801
6390.0,7.896272734240746
6400.0,7.929774878468526
6410.0,7.882047481822709
6420.0,8.00579531893533
6430.0,7.930587275456461
6440.0,7.916519422056643
6450.0,7.842641221219443
6460.0,7.888331231553245
6470.0,7.880244780119464
6480.0,8.006651304215332
6490.0,7.955872432587723
6500.0,7.726590733753294
6510.0,7.850101236672155
6520.0,7.889840822989258
6530.0,7.793225463607377
6540.0,7.914859233503993
6550.0,7.8398774439740695
6560.0,7.861727406618767
6570.0,7.8175041534172145
6580.0,7.888562283051973
6590.0,7.886725213333993
6600.0,7.8597724425174516
6610.0,7.8316148116720115
6620.0,7.959453944260293
6630.0,7.901653417683895
6640.0,7.853748410633962
6650.0,7.883171378970256
6660.0,7.973377159445655
6670.0,7.811832484222576
6680.0,7.86535738040763
6690.0,7.844825665176686
6700.0,7.812358875440995
6710.0,7.867854804333331
6720.0,7.868613095037805
6730.0,7.932714149474561
6740.0,7.8307314258637355
6750.0,7.814749584523579
6760.0,7.853915012608657
6770.0,7.856407202870588
6780.0,7.863621319178475
6790.0,7.827596055472726
6800.0,7.910675809791268
6810.0,7.767792080679046
6820.0,7.908644910886008
6830.0,7.85803609684119
6840.0,7.962045858108986
6850.0,7.768348274271245
6860.0,7.889088997057233
6870.0,7.77765855969309
6880.0,7.884606444986465
6890.0,7.834418711056364
6900.0,7.931276172710327
6910.0,7.757100491194924
6920.0,7.901326356878381
6930.0,7.990504157406086
6940.0,7.912698180919139
6950.0,7.7954574885916825
6960.0,7.992663719861153
6970.0,7.965683373999046
6980.0,7.941507572558202
6990.0,7.76292981550505
7000.0,7.969236449537809
